1.0000	2.7567
3.0000	2.9067
5.0000	3.1234
7.0000	3.3110
9.0000	3.4358
11.0000	3.5225
13.0000	3.5923
15.0000	3.6548
17.0000	3.7135
19.0000	3.7696
21.0000	3.8234
23.0000	3.8745
25.0000	3.9227
27.0000	3.9676
29.0000	4.0092
31.0000	4.0473
33.0000	4.0820
35.0000	4.1135
37.0000	4.1419
39.0000	4.1674
41.0000	4.1904
